Локация,Размещение,Площадь,Торг площадь,Тип ТО,Кол-во стеллажей,Режим работы,Дата открытия,ТО,Статус,Трафик,Конверсия,Количество чеков,Средний чек,Оборачиваемость проды,Оборачиваемость непроды,Оборачиваемость,ПРОМО шт,РЕГ шт,"Доля ПРОМО, %","Доля РЕГ, %",Доля РЕГУЛЯР/ПРОМО,Проды,Скоропорт,Непроды,Прочее/ТМЦ,Выручка б/НДС,"Доля ТО в выручке, %",Проды.1,Скоропорт.1,Непроды.1,Прочее/ТМЦ.1,Себестоимость б/ндс,Проды.2,% списаний,Скоропорт.2,% списаний.1,Непроды.2,% списаний.2,% списаний total,% маржи проды,% маржи непроды,% маржи,Проды маржа,Непроды маржа,Марж прибыль,ФОТ,"Доля ФОТ в выручке, %",Расходы на реализацию без логистики и аренды,Логистика,Аренда,Расходы на реализацию total,Прочие доходы и расходы,Операционные расходы total,Рентабельность 1,Месяц,Проды скоропорт маржа,Операционные расходы,% маржи прочее,Прочее маржа,Unnamed: 27
Жилой дом,1.0,190.0,137.2,тип 4,56,9:00-21:00,2025-06-10 00:00:00,"ФМ_34 г.Псков, ул.Коммунальная,  73А",,9435.0,0.4892421833598304,4616,296.773089254766,74.39395060291841,134.153001094886,104.27347584890221,7077.0,8811.582,0.44541419744065264,0.5545858025593473,55% / 45%,145972.6699999999,71356.20999999999,926557.1700000033,4975.969999999999,1148862.020000003,0.019997119292670857,93302.58000000002,78395.85999999999,548459.3500000001,3377.33,723535.12,0.0,0.0,0.0,0.0,214.01,0.0002309733354068149,0.0001862799851282397,0.2099603145242359,0.4080674482288037,0.3090138813765198,52670.08999999988,378097.8200000032,423728.2600000031,514676.09,0.4482508382253327,185947.7239534884,103295.01,387816.61,677059.3439534884,29253.03,1220988.4639534885,-797260.2039534855,Ноябрь 25,-7039.649999999994,,,,
Жилой дом,1.0,213.3,155.7,тип 2,76,9:00-21:00,2025-08-06 00:00:00,"ФМ_35 г.Иваново, ул Шубиных, д. 16В",,2722.0,0.9797942689199118,2667,316.5354743157105,131.0120473566119,206.7865284117048,168.89928788415835,4138.0,5774.518,0.41745195317678113,0.5825480468232189,58% / 42%,114101.09999999999,67210.2,524560.050000001,2806.66,708678.010000001,0.012335266080136041,72687.15,72917.57,315136.7199999999,1304.1299999999999,462045.56999999995,393.17999999999984,0.003445891406831309,1135.38,0.01689297160252462,751.5,0.0014326291146266258,0.003217342668781266,0.1969352158414835,0.3992361408384048,0.29808567833994415,41413.95,209423.33000000106,245129.91000000105,380815.0800000001,0.5373224521567733,226825.1639534884,74360.83,209803.51,510989.5039534884,4774.9,896579.4839534885,-651449.5739534874,Ноябрь 25,-5707.37000000001,,,,
Ком.здание,1.0,214.0,165.7,тип 3,65,9:00-21:00,2025-06-30 00:00:00,"ФМ_36 г.Вязники, ул. Ленина, 26Г",перенос,638.0,2.703761755485893,1725,354.3917333333333,126.9980703562402,431.1963193093962,279.0971948328182,2405.0,4277.771000000001,0.3598806542974463,0.6401193457025537,64% / 36%,84950.41000000008,114890.63000000002,313580.0700000001,1958.9199999999998,515380.0300000002,0.008970716902078686,55668.11000000003,117399.89999999998,187871.49,1260.17,362199.67,5453.55,0.06419686497098713,4088.95,0.03558993453164979,778.17,0.002481567148065244,0.02002535876293072,0.1339716306520423,0.4008819182928305,0.2674267744724364,29282.300000000047,125708.58000000013,152481.61000000022,392960.47000000003,0.7587866826994661,141265.13395348837,59777.51,202588.99,403631.6339534884,3771.88,800363.9839534884,-647882.3739534882,Ноябрь 25,-2509.2699999999604,,,,
Ком.здание,1.0,175.0,133.4,тип 4,56,8:00-20:00,2025-06-30 00:00:00,"ФМ_37 г.Собинка, ул. Димитрова, 11",,,,3121,325.5217782761936,64.4895952651131,259.3122368571518,161.90091606113245,3951.0,7772.092000000001,0.3370271256081587,0.6629728743918414,66% / 34%,148649.5100000002,139958.85,553872.7200000008,3852.62,846333.700000001,0.014731304252104605,94546.07000000011,118044.92999999998,325539.64,3153.51,541284.1500000001,609.6,0.004100921691568301,651.08,0.004651938766287377,878.84,0.0015867183348549803,0.0025279863013844273,0.2633927859885973,0.4122482869349487,0.337820536461773,54103.440000000104,228333.08000000077,304350.4400000009,326539.95999999996,0.38430512460719163,205831.02395348836,67932.28,196959.02,470722.3239534884,1804.16,799066.4439534883,-494716.0039534874,Ноябрь 25,21913.920000000027,,,,
ТЦ/рынок,1.0,217.0,174.5,тип 3,65,8:00-20:00,2025-07-04 00:00:00,"ФМ_38 г.Владимир, ул. Батурина, 14",,13585.0,0.4339344865660655,5895,251.0710245971162,66.45458336319759,144.7900287439783,105.62230605358795,5530.0,11472.568,0.325244986522036,0.6747550134779641,67% / 33%,230828.9900000004,152184.91999999998,849457.340000002,5028.42,1237499.6700000023,0.021539948309572284,147148.9800000001,132037.53999999998,495250.6000000002,4146.09,778583.2100000003,0.0,0.0,4631.41,0.030432778753637355,264.94,0.0003118932376286246,0.003956647519752462,0.2710799458954382,0.416980021621805,0.3440299837586216,83680.0100000003,354206.74000000174,458034.13000000204,234122.34,0.18847191482178574,217284.03395348834,71536.76,195149.71,483970.5039534883,16636.41,734729.2539534883,-276695.12395348627,Ноябрь 25,20147.380000000005,,,,
Ком.здание,1.0,219.0,181.7,тип 2,76,9:00-21:00,2025-08-26 00:00:00,"ФМ_39 г.Торжок, ул. Дзержинского, 65",,,,4655,322.1055660580021,45.11195493040821,102.2362923009905,73.67412361569936,6524.0,10229.856,0.38940289328020966,0.6105971067197904,61% / 39%,187810.43,55110.67,997911.3600000028,5381.98,1246214.4400000027,0.02169163780079439,114598.64000000009,47889.55,572473.37,2120.19,737081.75,0.0,0.0,8819.2,0.16002708731358195,0.0,0.0,0.007076791695657114,0.3311071372556767,0.4263284366258759,0.3787177869407763,73211.7899999999,425437.9900000028,505870.9000000027,381803.0,0.3064731968538695,131259.55395348836,113830.77,370463.69999999995,615554.0239534883,5310.58,1002667.6039534883,-496796.7039534856,Ноябрь 25,7221.119999999995,,,,
ТЦ,1.0,170.0,132.8,тип 3,65,9:00-21:00,2025-07-28 00:00:00,"ФМ_40 г.Псков, ул. Коммунальная, 41",,4798.0,0.7972071696540225,3825,283.4230718954248,87.57834494760951,135.6535778353598,111.61596139148466,5428.0,7173.028,0.4307585063694803,0.5692414936305197,57% / 43%,100501.9899999999,38680.75,759449.2200000017,3607.5,902239.4600000016,0.015704401223199042,63424.999999999985,53282.80000000002,441090.6600000001,1553.35,559351.81,183.93000000000006,0.0018301130156726274,1223.6,0.03163330597260911,2369.12,0.00311952390970919,0.00418586214351564,0.1614779246334706,0.4191966383216523,0.29033728147756144,37076.98999999992,318358.5600000016,340833.5000000015,366801.17999999993,0.4052221656518579,223917.69395348837,114020.86,379327.30000000005,717265.8539534884,50892.75,1134959.7839534883,-794126.2839534868,Ноябрь 25,-14602.050000000017,,,,
Жилой дом,1.0,214.0,160.6,тип 3,65,9:00-21:00,2025-08-26 00:00:00,"ФМ_41 г.Владимир, ул.Горького, 56",,9832.0,0.5668226200162734,5573,314.4681392427777,51.9743319956642,137.6828406876035,94.82858634163384,6409.0,13820.130000000001,0.316820347686727,0.683179652313273,68% / 32%,291501.70000000077,166045.7,1001600.440000003,5748.77,1464896.6100000038,0.02549802478595222,185341.66000000024,147957.73999999996,572754.5700000001,3330.33,909384.3000000002,1603.4399999999996,0.005500619721943286,4627.93,0.02787142334911413,2574.87,0.002570755659811803,0.006011509576774826,0.2715521932809593,0.4281606246099511,0.3498564089454552,106160.04000000053,428845.8700000029,553093.8700000035,388765.83,0.26558981345123095,203786.19395348837,67247.02,334090.26,605123.4739534884,10545.64,1004434.9439534885,-451341.073953485,Ноябрь 25,18087.96000000005,,,,
Ком.здание,1.0,190.0,163.1,тип 3,65,8:00-20:00,2025-08-16 00:00:00,"ФМ_42 г. Владимир, ул Сперанского, д. 11",,10090.0,0.5038652130822596,5084,299.9084343036979,62.93082604161904,150.664495555772,106.79766079869552,5692.0,11822.067,0.3249959018656261,0.6750040981343739,68% / 32%,231218.3400000005,217150.61,836967.2700000022,4975.55,1290311.7700000028,0.022459196962074934,146189.31000000014,201859.75999999998,489434.53,2430.6800000000003,839914.2800000001,627.12,0.0027122415981361975,631.65,0.0029088106176630127,117.05,0.00013985015208539718,0.0010662694334718785,0.2237440393675795,0.4152285907189672,0.31948631504327335,85029.03000000035,347532.7400000022,447852.62000000256,241862.46999999997,0.18806290044942342,160423.9939534883,71784.06,337927.21,570135.2639534883,0.0,811997.7339534883,-364145.11395348574,Ноябрь 25,15290.850000000006,,,,
Жилой дом,1.0,250.0,206.5,тип 2,76,9:00-21:00,2025-10-17 00:00:00,"ФМ_44 г. Владимир, ул.Фоминская, д.1",,,,3581,383.0007595643675,56.42354849041652,213.069720436392,134.74663446340426,4745.0,9389.028999999999,0.33571460763240263,0.6642853923675973,66% / 34%,182992.85000000038,200685.56,769419.9300000017,4626.95,1157725.2900000021,0.020151393578379365,109506.68,168327.78999999998,434064.76,2495.7400000000002,714394.97,378.0699999999997,0.002066037006363904,2295.8,0.011439786699152646,804.26,0.0010452809560053875,0.0030042791930372306,0.2758662912515726,0.4358545404458147,0.35586041584869366,73486.17000000039,335355.1700000017,441199.1100000021,373281.22000000003,0.32249017793921436,163881.87,66048.55,215747.97,445678.39,0.0,818959.6100000001,-377760.499999998,Ноябрь 25,32357.77000000002,,,,
Ком.здание,1.0,269.0,174.1,тип 2,76,9:00-21:00,2025-09-09 00:00:00,"ФМ_45 г. Кинешма, ул Щорса, д. 62а, Ивановская обл",перенос,,,2246,295.7190828138914,91.20706941744109,301.4380211854857,196.32254530146338,3067.0,5134.68,0.3739477765530964,0.6260522234469036,63% / 37%,115117.48000000001,93907.25999999998,349936.7200000002,1887.4400000000003,560848.9000000001,0.00976214912079973,69352.0200000001,101928.16,206663.7800000001,1339.29,379283.2500000002,76.77000000000044,0.0006668839519419677,9472.439999999999,0.10087015636490726,480.32,0.0013725910215995616,0.017882766641781764,0.1805746056662956,0.4094252812337043,0.29499994344999997,45765.459999999905,143272.94000000012,181017.5,287061.61,0.513266540755613,133598.52395348833,69541.06,159356.59000000003,362496.17395348835,11684.27,661242.0539534884,-480224.55395348836,Ноябрь 25,-8020.900000000023,,,,
Ком.здание в Жилом доме,1.0,300.0,300.7,тип 1,86,9:00-21:00,2025-08-31 00:00:00,"ФМ_46 г.Тутаев, проспект 50-летия Победы, 6К",,4118.0,0.7428363283147159,3059,292.8687512258908,146.9499281659411,243.6954071775658,195.32266767175344,3853.0,5744.272999999999,0.401468208729709,0.598531791270291,60% / 40%,92361.2699999999,65235.23,591659.3700000008,2416.82,751672.6900000006,0.013083632489628976,61260.51999999999,69053.38,347162.2100000001,1505.02,478981.1300000001,59.779999999998836,0.0006472409918139811,16333.86,0.25038403328998765,2534.58,0.0042838500132263545,0.025181465619031583,0.1731167887611713,0.4132397328550722,0.29317826080812176,31100.749999999913,244497.16000000073,271779.76000000065,384166.94999999995,0.5109467387428662,148962.7139534884,88858.51,299188.16000000003,537009.3839534884,-17427.059999999983,903749.2739534883,-631969.5139534876,Ноябрь 25,-3818.1500000000015,,,,
Ком.здание,1.0,190.0,164.1,тип 2,76,9:00-21:00,2025-08-30 00:00:00,"ФМ_47 г.Волхов, проспект Державина, 32",перенос,1653.0,1.375680580762251,2274,417.908654353562,83.05163313332488,227.7768158473955,155.4142244903602,3998.0,6197.188,0.3921457848545804,0.6078542151454196,61% / 39%,163805.07000000033,130388.72,504512.4300000006,4218.199999999999,802924.4200000009,0.013975721305277838,105235.45000000007,117158.58000000002,301195.3899999999,2388.2599999999998,525977.6799999999,197.82000000000062,0.0012076549278969217,4498.0599999999995,0.034497309276446605,1732.65,0.0034343058703231516,0.008006394923198367,0.2440560013180433,0.402997087703073,0.3235265445105582,58569.62000000026,203317.04000000068,275116.8000000009,352672.78,0.4385067105968171,168197.27395348836,151354.34,273353.47000000003,592905.0839534884,10284.05,955861.9139534885,-680745.1139534875,Ноябрь 25,13230.139999999985,,,,
Жилой дом,1.0,252.0,170.2,тип 2,76,9:00-21:00,2025-09-09 00:00:00,"ФМ_49 г. Десногорск, 2-й микрорайон, строение 24",,,,3075,352.4678536585366,77.87490719286599,204.1294939497797,141.00220057132285,5054.0,7122.7029999999995,0.4150548797979223,0.5849451202020777,58% / 42%,145509.0200000001,114834.43,647695.1300000012,3013.0600000000004,911051.6400000013,0.015857786235168085,91622.24999999999,110805.36,380618.77,2320.59,585366.97,265.23,0.0018227735985026897,0.0,0.0,581.06,0.0008971196062567259,0.0009289155113095442,0.2224593704969341,0.4123488777814351,0.3174041241391846,53886.77000000012,267076.36000000115,324992.20000000123,403773.17,0.44239132233066536,104516.73395348836,91718.14,242451.12,438685.99395348836,139.12,842598.2839534883,-517606.0839534871,Ноябрь 25,4029.0699999999924,,,,
Ком.здание,1.0,228.0,187.7,тип 1,86,9:00-21:00,2025-10-20 00:00:00,"ФМ_51 г.Рыбинск, ул.Гагарина, д.13, Ярославская об",,,,3925,282.9764789808917,64.99367700728068,180.3062737284679,122.64997536787428,4968.0,7930.4619999999995,0.38516219995841366,0.6148378000415864,61% / 39%,124411.53000000003,87689.87999999998,719969.6200000014,4324.92,936395.9500000015,0.016298929890052275,74795.39,66112.7,418022.0899999999,5271.11,564201.2899999999,0.0,0.0,206.16,0.002351012454344789,1413.46,0.0019632217259389325,0.00172963157305411,0.3356569859672316,0.4193892653415027,0.3775231256543672,49616.14000000003,301947.5300000015,373140.8500000015,380333.8,0.40708137918902143,130300.9739534884,60668.49,306230.98,497200.4439534884,0.0,877534.2439534883,-504393.3939534868,Ноябрь 25,21577.17999999998,,,,
Жилой дом,1.0,228.1,185.7,тип 2,76,9:00-21:00,2025-11-25 00:00:00,"ФМ_52 г.Рыбинск, ул Кирова, д.9, к.2, Ярославская",,,,1143,270.6969991251094,126.5645932984029,311.5785810473438,219.07158717287334,1433.0,2226.361,0.39159842387783006,0.6084015761221699,61% / 39%,54774.60999999997,30159.33,176205.7800000001,1027.74,262167.4600000001,0.004563292963829115,31439.73,17056.91,107921.03,251.81,156669.47999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4290075322067949,0.3875284340842852,0.40826798314554,23334.879999999972,68284.75000000009,104722.05000000006,346485.99,1.331052422920689,237659.7800000001,96801.31,278695.49,613156.5800000001,0.0,959642.5700000001,-854920.52,Ноябрь 25,13102.420000000002,,,,
Жилой дом,1.0,204.2,168.1,тип 2,76,9:00-21:00,2025-11-20 00:00:00,"ФМ_53 г.Ярославль, пр-кт Машиностроителей, д.11б",,,,2263,239.4298541758727,88.38587561781547,160.2663544448534,124.32611503133444,1975.0,4577.981,0.30138955080138335,0.6986104491986166,70% / 30%,85510.31,37798.32,333208.0300000003,1406.19,457922.8500000003,0.007970615878040608,47297.529999999984,22367.0,182508.96,728.1300000000001,252901.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4350392993580418,0.4522672217713365,0.4436532605646891,38212.78000000001,150699.07000000033,204343.17000000033,277837.52,0.6076769194617052,317304.7299999999,64301.31,243965.89,625571.9299999999,0.0,903409.45,-699066.2799999996,Ноябрь 25,15431.32,,,,
Жилой дом,1.0,300.0,220.9,тип 1,86,8:00-20:00,2025-10-31 00:00:00,"ФМ_54 г.Ярославль, ул Ветеранов, д. 32, Ярославская обл.",перенос,,,4144,315.3720318532818,60.89168761235192,230.5831485745653,145.73741809345861,5215.0,10241.66,0.33739501289411816,0.6626049871058819,66% / 34%,214042.2800000002,100868.26,779871.610000002,7470.800000000001,1102252.9500000023,0.01918584072598061,133885.87,70875.81,441303.1399999999,3545.74,649610.5599999998,0.0,0.0,707.36,0.007012711431722923,0.0,0.0,0.0006417401740680291,0.3497782576600965,0.4341336005294528,0.39195592909477467,80156.4100000002,338568.47000000207,448717.3300000023,455620.76,0.4156619353277562,468335.8300000001,85622.73,298932.63,852891.1900000001,0.0,1308511.9500000002,-859794.6199999979,Ноябрь 25,29992.449999999997,,,,
Жилой дом,1.0,155.0,124.2,тип 4,56,9:00-21:00,2025-08-22 00:00:00,"ФМ_55 г.Псков, пр-кт Рижский, д. 14",,,,3650,296.7936438356164,68.58970099529282,154.9546801572245,111.77219057625865,5020.0,7275.874,0.4082670333154032,0.5917329666845967,59% / 41%,145024.0999999999,53759.32,696489.3600000014,3519.29,898792.0700000013,0.01564439587192251,90498.36,51574.64,397818.6899999999,1297.75,541189.44,878.0200000000004,0.006054304077736053,20081.09,0.37353690485668345,1315.78,0.0018891602306745896,0.024783140331890073,0.2852874751827891,0.4288230189187684,0.35705524705077873,54525.73999999989,298670.6700000015,355381.09000000136,465395.79,0.517380018138258,128387.17395348841,116068.43,331083.67000000004,575539.2739534884,8418.77000000001,1049353.8339534884,-693972.743953487,Ноябрь 25,2184.6800000000003,,,,
Ком.здание в Жилом доме,1.0,175.0,152.0,тип 3,65,9:00-21:00,2025-08-24 00:00:00,"ФМ_56 г.Псков, Октябрьский проспект, 28",,,,4108,254.044123661149,48.33201837310779,166.4475830018288,107.3898006874683,4244.0,7377.121999999999,0.3651970954267583,0.6348029045732417,63% / 37%,156902.42,77223.60999999999,627687.1300000013,3398.12,865211.2800000013,0.01505988785278534,98164.64000000001,69980.70999999999,360131.28,1593.09,529869.72,35.940000000000055,0.0002290595645369909,2596.02,0.033616921042670764,130.69,0.00020820882531078777,0.003193035116231952,0.2818169342383672,0.4262567084974337,0.35403682136790043,58737.78,267555.85000000126,333536.53000000125,360721.4099999999,0.4149300930876702,121168.7239534884,108217.0,384906.52,614292.2439534884,-19849.210000000006,955164.4439534884,-621627.9139534871,Ноябрь 25,7242.899999999994,,,,
Жилой дом,1.0,206.0,166.9,тип 2,76,9:00-21:00,2025-08-12 00:00:00,"ФМ_57 г Великий Новгород, пр-кт Мира, д 25 к 1",,7056.0,0.5225340136054422,3687,324.5703281800921,53.3674720910654,162.3723738426107,107.86992296683805,5120.0,8559.286000000002,0.37428854108321147,0.6257114589167886,63% / 37%,181971.04000000012,79966.51999999999,735352.9500000018,3854.41,1001144.9200000019,0.01742595198202427,117379.7600000001,111065.28,429743.7499999997,2389.12,660577.9099999998,27.200000000000273,0.00014947433393797306,2384.7799999999997,0.02982223060350757,1530.46,0.0020812590742989422,0.003937931383600281,0.127864518551673,0.4155952593921075,0.27172988897189027,64591.28000000003,305609.2000000021,339101.7200000021,508332.88,0.5057822957498778,165922.1039534883,101610.27,356712.11,624244.4839534883,-16742.33,1115835.0339534883,-776733.3139534863,Ноябрь 25,-31098.76000000001,,,,
Жилой дом,1.0,152.0,123.3,тип 4,53,9:00-21:00,2025-09-26 00:00:00,"ФМ_59 Ленинградская область, г.Кириши, пр-кт Ленин",,,,4524,313.3264655172414,55.64648433134249,119.5173078875241,87.5818961094333,5870.0,9417.716000000002,0.38396840966956736,0.6160315903304326,62% / 38%,186039.53000000032,139995.13,859080.9600000025,4406.61,1189522.230000003,0.02070485186253599,116792.3600000001,126151.13,491736.2600000001,2402.3199999999997,737082.0700000002,205.2499999999991,0.0011032601512162429,4456.530000000001,0.03183346449265771,516.79,0.0006015614640091644,0.004353487366099906,0.2548537937653625,0.4276019573289127,0.3412278755471376,69247.17000000022,367344.7000000024,450435.8700000026,397516.54000000004,0.3341432404315361,157917.43395348842,106049.68,368944.0,632911.1139534884,632.9,1031060.5539534885,-580624.6839534859,Ноябрь 25,13844.0,,,,
Ком.здание,1.0,223.0,190.0,тип 2,76,9:00-21:00,2025-10-10 00:00:00,"ФМ_60 г. Великие Луки, ул Вокзальная, д. 26",перенос,,,2591,326.2480200694712,74.50059880085959,241.1868320060589,157.84371540345924,3691.0,6045.789000000001,0.37907774318617765,0.6209222568138223,62% / 38%,116197.08,83066.76,507563.2400000008,2633.85,709460.9300000007,0.012348893604037138,72869.15000000002,83137.66999999998,296791.4099999999,1428.83,454227.05999999994,0.0,0.0,729.53,0.008782454016504316,245.52,0.0004837229741066347,0.0013743533417689385,0.2170841433147127,0.4152622045678496,0.3161731739412812,43327.92999999998,210771.8300000009,254028.85000000088,370689.39999999997,0.522400760993521,210446.9139534884,109072.79,368226.6,687746.3039534884,4584.34,1063020.0439534883,-808991.1939534874,Ноябрь 25,-70.90999999998894,,,,
Жилой дом,1.0,218.9,185.5,тип 1,86,8:00-20:00,2025-11-20 00:00:00,"ФМ_62 г.Ярославль, ул Балтийская, д. 27, Ярославск",,,,2193,234.2557774737802,82.35188420369946,170.368463867673,126.36017403568623,1717.0,4257.026,0.2874108683156049,0.7125891316843951,71% / 29%,89812.57999999999,24974.68,312171.8100000001,1235.88,428194.95000000007,0.007453171352700137,30816.59000000001,15764.81,111732.69,0.0,158314.09000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.594193641350094,0.6420795010286166,0.6181365711893553,58995.989999999976,200439.1200000001,268644.9800000001,248373.97,0.5801869182543551,297930.20999999996,74043.46,296582.17,668555.84,0.0,916929.8099999999,-648284.8299999998,Ноябрь 25,9209.87,,,,
Ком.здание,1.0,190.0,151.3,тип 3,65,9:00-21:00,2025-10-16 00:00:00,"ФМ_63 г. Брянск, ул Тельмана, стр. 68Г, Брянская о",,,,4950,296.2492505050506,54.33833657521033,120.9872704428058,87.66280350900806,5905.0,9945.984,0.37253207750383194,0.6274679224961681,63% / 37%,180728.1600000001,89999.23999999999,953084.0000000021,3861.3999999999996,1227672.8000000021,0.02136890157964072,99773.48000000001,90603.75999999998,543095.0400000002,1911.02,735383.3000000002,0.0,0.0,519.87,0.005776382111671166,0.0,0.0,0.0004234597361772608,0.2967936012387369,0.4301708558741947,0.3634822285564658,80954.68000000008,409988.96000000194,490339.12000000203,497265.19999999995,0.40472981165431093,161440.54395348838,78963.53,343936.58999999997,584340.6639534883,3229.44,1084835.3039534884,-594496.1839534864,Ноябрь 25,-604.5199999999895,,,,
ТЦ,2.0,220.7,181.9,тип 2,76,9:00-21:00,2025-09-25 00:00:00,"ФМ_64 Ленинградская обл. г.Тосно, ул Боярова, д. 2",,,,4728,341.8496594754653,59.97504491463531,127.9899035514983,93.98247423306681,6324.0,9816.545999999998,0.3918083068565339,0.6081916931434661,61% / 39%,150385.94000000012,109086.98999999999,1081720.720000003,5796.130000000001,1346989.780000003,0.02344573573479996,96145.41,93184.62,604758.9200000002,2702.46,796791.4100000001,0.0,0.0,2295.8,0.021045589396132394,0.0,0.0,0.0017043930355581428,0.2703283922527103,0.4409287824310156,0.355628587341863,54240.530000000115,476961.80000000284,547104.700000003,363777.17,0.2697359207105174,192618.18395348842,81197.29,365298.13,639113.6039534884,2357.38,1005248.1539534885,-458143.45395348547,Ноябрь 25,15902.369999999995,,,,
Ком.здание,1.0,180.3,143.3,тип 2,76,9:00-21:00,2025-10-25 00:00:00,"ФМ_65 г.Вязьма, ул Строителей, д. 6, Смоленская об",,,,3631,315.2819416138805,41.28514095079229,175.9002533103532,108.59269713057274,4022.0,8751.739,0.31486473929050846,0.6851352607094916,69% / 31%,156362.8600000001,74278.6,725168.7100000011,7647.4000000000015,963457.5700000012,0.01676996508311482,80309.31,71644.23000000001,382316.05,1669.28,535938.87,0.0,0.0,599.05,0.008064906985322823,0.0,0.0,0.0006217710241251197,0.3411698833332047,0.4727902007796235,0.40698004205641414,76053.5500000001,342852.66000000114,418906.21000000124,325666.83,0.3387741157204225,139304.0,84400.01,232266.06,455970.07,0.0,781636.9,-362730.6899999988,Ноябрь 25,,,,,
Жилой дом,1.0,175.7,153.0,тип 2,76,9:00-21:00,2025-11-10 00:00:00,"ФМ_68 г.Узловая, ул Октябрьская, д.6, Тульская обл",,,,3746,306.4769006940736,68.65502207082216,140.8941202475685,104.77457115919533,5014.0,8867.248000000001,0.3612067157074061,0.6387932842925939,64% / 36%,186586.78000000012,91893.84,683493.9900000013,4306.219999999999,966280.8300000014,0.016819106812958257,113918.44000000009,87097.04000000001,387394.9600000001,1645.76,590056.2000000002,80.38000000000011,0.0004307915062364014,3572.7,0.03887855812750887,2632.7,0.0038518261148133798,0.006505127500045707,0.2781706676751868,0.4332138019238481,0.35569223479951745,72668.34000000003,296099.0300000012,368767.3700000012,291599.82,0.3021326975915906,269916.61000000004,89493.95,293857.11,653267.67,0.0,944867.49,-576100.1199999987,Ноябрь 25,,,,,
Жилой дом,1.0,191.0,149.4,тип 3,65,8:00-20:00,2025-09-01 00:00:00,"ФМ_69 г.Луга, проспект Кирова, 77",,,,4951,309.2064754595031,35.46842515998585,119.2544944429479,77.36145980146688,5182.0,9888.57,0.3438489718703407,0.6561510281296593,66% / 34%,181632.0200000003,148948.32,942630.1700000023,4344.92,1277555.4300000025,0.02223715980854637,111606.53000000012,136103.15,543594.2599999999,2342.2200000000003,793646.1599999999,1141.4499999999998,0.006284409544088085,5641.24,0.03787380750585169,681.95,0.0007234544593453851,0.00584290890611297,0.2506823606025697,0.4233218102917302,0.33700208544714993,70025.4900000002,399035.91000000236,469061.4000000026,360408.23000000004,0.2822759471343999,254113.09395348834,73695.18,369448.18000000005,697256.4539534884,4470.85,1062135.5339534883,-593074.1339534858,Ноябрь 25,,,,,
Ком.здание,1.0,221.0,174.9,тип 2,76,9:00-21:00,2025-10-27 00:00:00,"ФМ_70 Тульская область, г Донской, ул.Октябрьская,",,,,3329,378.0112316010814,70.54687762041499,244.8807290615865,157.71380334100076,4064.0,9106.802,0.30856131615979043,0.6914386838402096,69% / 31%,210590.23000000033,116437.56000000001,701457.7400000009,5435.39,1033920.9200000012,0.017996451807526872,109675.79,95409.01,383764.47,1600.71,590449.98,343.21000000000004,0.0016297527192975644,162.52,0.0013957695437795158,2278.66,0.0032484636921961923,0.002693039618542583,0.3728826531836947,0.4529043617082342,0.4128935074459644,100914.44000000034,317693.27000000095,418607.7100000013,307524.33,0.29651137850732556,264635.0039534885,79989.3,306678.91000000003,651303.2139534885,0.0,958827.5439534886,-540219.8339534872,Ноябрь 25,,,,,
Жилой дом,1.0,181.6,154.2,тип 3,65,9:00-21:00,2025-11-28 00:00:00,"ФМ_71 г.Великий Новгород, ул.Кочетова, д.12, Новго",,,,890,280.2972471910112,232.041334845735,470.1395647942158,351.0904498199754,1302.0,1724.0,0.43027098479841375,0.5697290152015863,57% / 43%,41152.92999999999,15401.189999999999,154698.6700000002,698.87,211951.66000000018,0.003689235570081433,-61626.229999999996,95409.01,92234.06000000001,14.56,126031.40000000001,0.0,0.0,0.0,0.0,33.67,0.0002176489300134252,0.0001588569771050624,0.4026468805455729,0.4037824630295794,0.40321467178757614,102779.15999999999,62464.610000000175,165243.77000000016,195232.68,0.926096669256963,309888.75,93195.18,357203.94,760287.87,0.0,955520.55,-790276.7799999999,Ноябрь 25,,,,,
Жилой дом,1.0,197.3,156.8,тип 2,76,8:00-20:00,2025-11-08 00:00:00,"ФМ_73 г.Старая Русса, ул Поперечная, д. 77, Новгор",,,,4410,361.191537414966,41.04932275075211,92.05533496448439,66.55232885761825,6104.0,11361.572,0.3494875518534406,0.6505124481465594,65% / 35%,187282.05000000022,105918.47999999998,1019076.070000003,5516.559999999999,1317793.1600000032,0.022937538681612687,111496.20000000011,79499.2,569851.01,4421.81,765268.2200000002,86.92,0.00046411281807306093,0.0,0.0,0.0,0.0,6.595875789793885e-05,0.3485843971700873,0.4408160226939697,0.3947002099320285,75785.85000000011,449225.06000000297,525010.9100000031,392796.18000000005,0.2983186670840434,430409.29000000004,100610.23,381368.83,912388.3500000001,0.0,1305184.5300000003,-780173.6199999972,Ноябрь 25,,,,,
