Локация,Размещение,Площадь,Торг площадь,Тип ТО,Кол-во стеллажей,Режим работы,Дата открытия,ТО,Статус,Трафик,Конверсия,Количество чеков,Средний чек,Оборачиваемость проды,Оборачиваемость непроды,Оборачиваемость,ПРОМО шт,РЕГ шт,"Доля ПРОМО, %","Доля РЕГ, %",Доля РЕГУЛЯР/ПРОМО,Проды,Скоропорт,Непроды,Прочее/ТМЦ,Выручка б/НДС,"Доля ТО в выручке, %",Проды.1,Скоропорт.1,Непроды.1,Прочее/ТМЦ.1,Себестоимость б/ндс,Проды.2,% списаний,Скоропорт.2,% списаний.1,Непроды.2,% списаний.2,% списаний total,% маржи проды,% маржи непроды,% маржи,Проды маржа,Непроды маржа,Марж прибыль,ФОТ,"Доля ФОТ в выручке, %",Расходы на реализацию без логистики и аренды,Логистика,Аренда,Расходы на реализацию total,Прочие доходы и расходы,Операционные расходы total,Рентабельность 1,Месяц,Проды скоропорт маржа,Операционные расходы,% маржи прочее,Прочее маржа,Unnamed: 27
Ком.здание,1.0,175.0,133.4,тип 4,56,8:00-20:00,2025-06-30 00:00:00,"ФМ_37 г.Собинка, ул. Димитрова, 11",,-,-,2644,324.298343419062,53.69775044757532,187.4911788972305,120.5944646724029,3026.0,7192.0,0.2961440595028381,0.7038559404971618,70% / 30%,167967.05000000002,76654.62,473993.5400000003,4212.65,722827.8600000003,0.01938891357716382,113068.18000000002,54307.69999999999,270362.7,2382.9,440121.48000000004,280.0,0.0016669936157121291,84.0,0.0010958243612713755,1557.6,0.0032861207348944014,0.0026584476143462414,0.3157765622317925,0.4296067832485653,0.3726916727401789,54898.869999999995,203630.84000000032,280876.63000000035,348244.6,0.4818852679044809,105651.02000000005,45556.16,200147.97999999998,351355.16000000003,0.0,699599.76,-418723.12999999966,Сентябрь 25,22346.920000000006,,,,
ТЦ/рынок,1.0,217.0,174.5,тип 3,65,8:00-20:00,2025-07-04 00:00:00,"ФМ_38 г.Владимир, ул. Батурина, 14",,-,-,6634,241.9721766656617,28.22448224116764,87.20544978969254,57.714966015430086,3966.0,13920.973999999998,0.2217255976332274,0.7782744023667726,78% / 22%,253021.33000000057,173535.30000000002,914751.6200000008,4648.73,1345956.9800000014,0.03610353862647246,166544.19999999998,117551.09,509511.9500000002,3595.5,797202.7400000002,43.84999999999991,0.00017330554700664886,3813.61,0.021975989899461375,1335.22,0.0014596530586084109,0.0038579836333253346,0.3339798985189853,0.4430051405648238,0.38849251954190456,86477.13000000059,405239.6700000006,547701.0100000012,343613.48,0.25458493103930785,151191.66000000003,60365.43,197282.65999999997,408839.75,32794.71,785247.94,-237546.92999999877,Сентябрь 25,55984.21000000002,,,,
Ком.здание,1.0,219.0,181.7,тип 2,76,9:00-21:00,2025-08-26 00:00:00,"ФМ_39 г.Торжок, ул. Дзержинского, 65",,-,-,4750,305.5635894736842,33.13707858240328,76.00643471649231,54.57175664944779,4639.0,12087.490000000002,0.27734449965294566,0.7226555003470543,72% / 28%,190492.01999999981,18139.55,996927.3600000015,4264.36,1209823.2900000014,0.03245193013651967,128538.2,14697.7,543122.2699999999,2310.12,688668.2899999999,64.62,0.0003392268085560753,0.0,0.0,1169.19,0.0011727935724424278,0.0010198266227789336,0.3134505003245667,0.4552037673035685,0.3843271338140676,61953.81999999982,453805.0900000016,519200.7600000014,411516.71,0.3397837383728187,137639.03000000003,26000.0,363466.22,527105.25,0.0,938621.96,-419421.19999999856,Сентябрь 25,3441.8499999999985,,,,
ТЦ,1.0,170.0,132.8,тип 3,65,9:00-21:00,2025-07-28 00:00:00,"ФМ_40 г.Псков, ул. Коммунальная, 41",,-,-,3697,292.9723478496077,48.16690065806102,102.4621964826523,75.31454857035666,3658.0,9571.836,0.276496246816665,0.723503753183335,72% / 28%,118178.45999999979,21238.0,762103.3800000006,4042.61,905562.4500000003,0.02429053036469116,80213.75999999998,18078.409999999996,416790.68,2615.49,517698.33999999997,0.0,0.0,3277.82,0.15433750823994727,564.36,0.0007405294541535816,0.004242865856463018,0.2949744241103231,0.4531048005586858,0.37403961233450445,37964.69999999981,345312.7000000006,386436.9900000004,336555.04000000004,0.3715675902127593,143335.29000000004,28000.0,380388.99,551724.28,0.0,888279.3200000001,-501842.32999999967,Сентябрь 25,3159.590000000004,,,,
Жилой дом,1.0,214.0,160.6,тип 3,65,9:00-21:00,2025-08-26 00:00:00,"ФМ_41 г.Владимир, ул.Горького, 56",,-,-,5641,311.6725456479347,26.71035915246176,84.54239697647405,55.62637806446791,4893.0,15498.98,0.23994727338885188,0.7600527266111481,76% / 24%,273933.4100000007,181333.13,1009644.910000002,5616.6,1470528.0500000028,0.03944499493177432,181562.29000000015,128077.71999999997,556191.38,4986.38,870817.7700000001,266.4100000000003,0.000972535624624976,3667.89,0.02022735724023514,2554.64,0.0025302361005316164,0.00441265979251466,0.3198709266004929,0.4491217907491861,0.3844963586748395,92371.12000000052,453453.530000002,599080.0600000026,358555.0,0.24331778799439616,150864.41000000003,55741.07,339440.18,546045.66,0.0,904600.66,-305520.5999999974,Сентябрь 25,53255.41000000003,,,,
Ком.здание,1.0,190.0,163.1,тип 3,65,8:00-20:00,2025-08-16 00:00:00,"ФМ_42 г. Владимир, ул Сперанского, д. 11",,-,-,4923,300.1588056063376,38.93571087763084,101.7971033603657,70.36640711899827,4093.0,13455.711,0.23323650380931113,0.7667634961906888,77% / 23%,243788.84000000093,224770.78,772509.0500000011,5402.92,1246471.590000002,0.03343497293380474,161541.78,164492.63999999998,426307.49,3876.599999999999,756218.5099999999,0.0,0.0,382.33,0.0017009773245436973,649.38,0.0008406115112826175,0.000827704384341402,0.3041772997852452,0.448152109027073,0.3761647044061591,82247.06000000093,346201.5600000011,488726.76000000205,270491.48,0.216957373840206,159476.44000000003,56956.35,343312.61,559745.4,0.0,830236.88,-341510.11999999796,Сентябрь 25,60278.140000000014,,,,
Ком.здание,1.0,269.0,174.1,тип 2,76,9:00-21:00,2025-09-09 00:00:00,"ФМ_45 г. Кинешма, ул Щорса, д. 62а, Ивановская обл",перенос,-,-,2135,229.8395644028103,70.06680563578371,184.0577405713893,127.0622731035865,1896.0,5042.0,0.2732776016142981,0.726722398385702,73% / 27%,102409.2899999999,32805.08,276500.85,1373.5,413088.71999999986,0.011080565560631847,64744.19999999998,23136.47,150952.1200000001,1283.4,240116.1900000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.350064124101602,0.4540627271127737,0.40206342560718783,37665.089999999924,125548.72999999986,172882.4299999998,273664.4,0.6632009645946143,45091.54000000001,58448.78,161014.51,264554.83,0.0,538219.23,-365336.80000000016,Сентябрь 25,9668.61,,,,
Ком.здание в Жилом доме,1.0,300.0,300.7,тип 1,86,9:00-21:00,2025-08-31 00:00:00,"ФМ_46 г.Тутаев, проспект 50-летия Победы, 6К",,-,-,3084,281.3564267185473,75.26017769304886,127.0460723994849,101.15312504626688,2720.0,7733.469000000001,0.2602007046655995,0.7397992953344005,74% / 26%,99679.9299999999,47913.78,577519.2200000004,3269.550000000001,728382.4800000004,0.019537909006219347,64257.649999999994,32913.05,312328.0200000001,2338.64,411837.3600000001,0.0,0.0,2557.68,0.05338088541542746,610.19,0.0010565708964629776,0.00434918478544404,0.3416338677305416,0.4591902586376262,0.4004120631840839,35422.27999999991,265191.20000000036,315614.21000000025,272628.81,0.37562059715434776,136242.51,55979.76,302351.05,494573.32,0.0,767202.13,-451587.91999999975,Сентябрь 25,15000.729999999996,,,,
Ком.здание,1.0,190.0,164.1,тип 2,76,9:00-21:00,2025-08-30 00:00:00,"ФМ_47 г.Волхов, проспект Державина, 32",перенос,-,-,2791,349.1646649946256,38.76710823260935,109.8480880041907,74.30759811840002,3529.0,8241.754,0.2998108702297236,0.7001891297702764,70% / 30%,156070.54999999987,43458.39,614051.4300000005,3187.18,816767.5500000004,0.02190872310812955,106609.95999999999,34013.56,341641.4,2904.6,485169.52,64.98,0.0004163501698430617,0.0,0.0,2434.71,0.003964993616251326,0.0030604668366171,0.295222437406824,0.4436273847615669,0.36942491108419545,49460.58999999988,272410.0300000005,331315.45000000036,394663.4,0.48341516631771075,203032.97999999998,32833.33,276265.99,512132.3,0.0,906795.7,-575480.2499999995,Сентябрь 25,9444.830000000002,,,,
Жилой дом,1.0,252.0,170.2,тип 2,76,9:00-21:00,2025-09-09 00:00:00,"ФМ_49 г. Десногорск, 2-й микрорайон, строение 24",,-,-,2682,277.2236614466815,67.2172952586207,148.125977596909,107.67163642776484,2648.0,7195.0,0.2690236716448237,0.7309763283551762,73% / 27%,130876.9799999999,4373.34,484037.2300000004,2861.64,622149.1900000003,0.016688339706513906,86179.89999999998,3167.22,267578.9300000001,2566.8,359492.8500000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339394391081662,0.4471934937731963,0.3932939424274291,44697.079999999914,216458.30000000028,262361.5000000002,391556.58999999997,0.6306372614745904,64709.129999999976,86039.28,244982.66999999998,395731.07999999996,0.0,787287.6699999999,-524926.1699999997,Сентябрь 25,1206.1200000000003,,,,
Жилой дом,1.0,155.0,124.2,тип 4,56,9:00-21:00,2025-08-22 00:00:00,"ФМ_55 г.Псков, пр-кт Рижский, д. 14",,-,-,4790,284.5150835073069,17.22688066786104,76.91793176698958,47.07240621742531,4220.0,13212.0,0.24208352455254703,0.757916475447453,76% / 24%,222448.38,42358.39,868578.1500000012,4737.41,1138122.3300000012,0.03052864550158642,147874.85,31259.04999999999,470697.47,3757.65,653589.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3235297571886094,0.4580827643430826,0.390806260765846,74573.53,397880.6800000012,483553.5500000012,332515.62,0.29221824480365455,187751.00000000006,28000.0,332464.82,548215.8200000001,0.0,880731.4400000001,-397177.88999999885,Сентябрь 25,11099.340000000011,,,,
Ком.здание в Жилом доме,1.0,175.0,152.0,тип 3,65,9:00-21:00,2025-08-24 00:00:00,"ФМ_56 г.Псков, Октябрьский проспект, 28",,-,-,4636,258.3781773080241,25.22773850974797,100.9050652492368,63.06640187949238,3383.0,11246.403999999999,0.23124660444130193,0.768753395558698,77% / 23%,200935.7799999999,49763.65,751095.800000001,4359.82,1006155.0500000009,0.026988795519969237,135513.38000000012,37692.61,423460.4500000001,3579.25,600245.6900000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3091089596813196,0.4362098017323495,0.3726593807068346,65422.39999999979,327635.35000000085,405128.7900000006,335346.99,0.33347903055388456,214810.09999999998,28000.0,376839.15,619649.25,0.0,954996.24,-549867.4499999994,Сентябрь 25,12071.04,,,,
Жилой дом,1.0,206.0,166.9,тип 2,76,9:00-21:00,2025-08-12 00:00:00,"ФМ_57 г Великий Новгород, пр-кт Мира, д 25 к 1",,-,-,3866,291.7404190377651,35.25318899268841,104.0333129952549,69.64325099397166,3504.0,10377.5,0.25242228865756583,0.7475777113424342,75% / 25%,189613.1999999999,46897.41,707536.3100000008,3618.25,947665.1700000006,0.02541988085685887,129806.33000000002,37624.99,396472.2600000001,2742.45,566646.03,41.789999999999964,0.00022039604837637879,1169.46,0.0249365583301935,523.31,0.0007396228187921541,0.00183035111441312,0.2920769178177668,0.4396439385563128,0.3658604281870398,59806.86999999988,311064.0500000006,380143.34000000055,390941.16000000003,0.412344181635607,166011.02000000002,26000.0,358203.86,550214.88,0.0,941156.04,-561012.6999999995,Сентябрь 25,9272.420000000006,,,,
Жилой дом,1.0,152.0,123.3,тип 4,53,9:00-21:00,2025-09-26 00:00:00,"ФМ_59 Ленинградская область, г.Кириши, пр-кт Ленин",,-,-,1087,315.6725850965961,100.4157730053351,248.1254310344827,174.2706020199089,966.0,2878.9440000000004,0.2512390297491979,0.7487609702508021,75% / 25%,45463.850000000086,36022.62,203848.9900000003,1929.71,287265.17000000045,0.007705513114642924,24787.26,12878.77,95375.94000000002,1069.5,134111.47000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5377633857498065,0.5321245398370632,0.5349439627934349,20676.590000000087,108473.0500000003,152293.4900000004,290745.68,1.0146536308405962,146907.89999999994,16166.67,370181.88,533256.45,0.0,824002.1299999999,-671708.6399999994,Сентябрь 25,23143.850000000002,,,,
Ком.здание,1.0,190.0,151.3,тип 3,65,9:00-21:00,2025-10-16 00:00:00,"ФМ_63 г. Брянск, ул Тельмана, стр. 68Г, Брянская о",,-,-,-,-,-,-,-,0.0,4.0,0.0,1.0,100% / 0%,14.98,0.0,100.0,0.0,114.98,3.0841883752271187e-06,8.4,0.0,47.96,0.0,56.36,0.0,0.0,0.0,,0.0,0.0,0.0,0.4392523364485981,0.5204,0.479826168224299,6.58,52.04,58.62,112197.51999999999,0.0,138536.27999999997,22083.33,345321.37,505940.98,0.0,618138.5,-618079.88,Сентябрь 25,0.0,,,,
ТЦ,2.0,220.7,181.9,тип 2,76,9:00-21:00,2025-09-25 00:00:00,"ФМ_64 Ленинградская обл. г.Тосно, ул Боярова, д. 2",,-,-,1162,309.62082616179,46.92024769737439,172.9116995531199,109.91597362524715,774.0,3211.876,0.19418566959935532,0.8058143304006447,81% / 19%,40205.529999999984,23993.41,233180.3200000003,1414.79,298794.0500000003,0.008014760267846855,23299.170000000002,2680.8,113138.63,1233.49,140352.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953208884757286,0.5148019781429243,0.5550614333093264,16906.359999999982,120041.6900000003,158260.66000000027,218659.54,0.7326926710004616,146289.55000000002,32833.34,368527.9,547650.79,0.0,766310.3300000001,-608049.6699999998,Сентябрь 25,21312.61,,,,
Жилой дом,1.0,191.0,149.4,тип 3,65,8:00-20:00,2025-09-01 00:00:00,"ФМ_69 г.Луга, проспект Кирова, 77",,-,-,7086,307.092150719729,18.02620897776293,58.39050065831267,38.2083548180378,6539.0,18273.448,0.2635370762288348,0.7364629237711652,74% / 26%,285296.6900000001,73066.94,1456378.230000003,8988.98,1823730.840000003,0.048919198610812294,183481.63,54517.729999999996,798993.3500000003,6424.299999999999,1043417.0100000004,154.86,0.0005428033532390437,0.0,0.0,2088.84,0.0014342702719471409,0.0012302802314841572,0.3358718907942752,0.4513833470306689,0.39362761891247205,101815.06000000011,657384.8800000027,777749.1500000028,365118.07,0.20086929352995994,146074.00999999995,26000.0,370985.7,543059.71,0.0,908177.78,-130428.62999999721,Сентябрь 25,18549.210000000006,,,,
Пристройка Жилой дом,1.0,91.0,71.3,тип 5 ,37,,2025-08-06 00:00:00,"ВП_02 г Краснодар, ул им. Тюляева, д. 39А",перенос,,,3308,260.331484280532,84.20326683291772,103.3786487597643,93.79095779634102,3619.0,6491.0,0.3579624134520277,0.6420375865479723,64% / 36%,92899.84999999995,0.0,621550.7200000008,3259.76,717710.3300000008,0.015595335913413895,57785.23999999999,0.0,356346.3899999999,3869.02,418000.6499999999,23.0,0.0002475784406541024,0.0,0.0,1248.85,0.0020092487383813157,0.0017720937637890743,0.3779834951294321,0.4266817195546014,0.4023326073420167,35114.60999999996,265204.3300000009,300318.9400000009,339470.94999999995,0.47218425647204415,426888.4327906978,-44000.0,359036.03,741924.4627906978,0.0,1081395.4127906978,-781076.4727906969,Октябрь 25,0.0,,,,
ТЦ,1.0,85.0,60.4,тип 5,37,,2025-09-03 00:00:00,"ВП_03 г.Санкт-Петербург, Коломяжский пр-т, д. 15,",закрыт,,,1837,275.3572781709309,-,150.2473979555365,150.2473979555365,1936.0,2942.0,0.3968839688396884,0.6031160311603116,60% / 40%,566.61,0.0,419764.0100000002,1383.1799999999998,421713.80000000016,0.009163541467101693,316.86,0.0,232399.28,0.0,232716.13999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4407793720548526,0.4463572996646381,0.44356833585974537,249.75,187364.73000000019,187614.48000000019,174113.93999999997,0.41321969317156315,487065.82279069757,50407.06,352348.81999999995,889821.7027906976,0.0,1063935.6427906975,-876321.1627906973,Октябрь 25,0.0,,,,
Жилой дом,1.0,111.7,80.5,тип 6,42,,2025-08-26 00:00:00,"ВП_04 г.Санкт-Петербург, Индустриальный пр-тд. 27",закрыт,,,949,280.7271654373025,385.1376241134752,368.7852331245651,376.9614286190201,1224.0,1672.0,0.42265193370165743,0.5773480662983426,58% / 42%,24906.56,0.0,198569.18,205.47,223681.21,0.0048604338848917935,15027.05,0.0,112080.92,0.0,127107.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3966629675073553,0.4355573206275012,0.41611014406742824,9879.510000000002,86488.26,96367.76999999999,353893.25999999995,1.5913746123114572,174915.4927906976,71240.39,323455.62,569611.5027906976,0.0,923504.7627906976,-827136.9927906976,Октябрь 25,0.0,,,,
Жилой дом,1.0,96.5,82.2,тип 5,37,,2025-08-22 00:00:00,"ВП_05 г.Москва, Открытое шоссе, д.18А, корп. 1",закрыт,,,1873,324.3043833422317,151.9888447971781,218.6170818985889,185.30296334788352,2239.0,4547.0,0.3299440023577955,0.6700559976422046,67% / 33%,72422.93999999993,699.93,430666.0800000004,417.98,504206.93000000034,0.010956058613815914,47813.55999999999,440.23,246048.47,2236.139999999999,296538.4,1920.67,0.02652018821660653,0.0,0.0,580.0,0.0013467510605896787,0.00495961053133482,0.340099889405325,0.4286792449500556,0.3843895671776903,24609.37999999994,184617.61000000042,209486.69000000035,399470.81,0.7922091729414085,445736.64279069763,32666.67,363334.74,841738.0527906977,2915.27,1244124.1327906977,-1034637.4427906973,Октябрь 25,259.69999999999993,,,,
Жилой дом,1.0,101.0,75.8,тип 6,42,,2025-10-08 00:00:00,"ВП_06 г.Омск, пр-кт Карла Маркса, д. 39, помещ. 11",,,,1932,285.311692546584,124.2173634151736,222.3841284219001,173.30074591853685,2880.0,3803.0,0.4309441867424809,0.5690558132575191,57% / 43%,64917.30999999994,0.0,390177.2600000004,1194.7,456289.27000000037,0.009914841882429653,36039.68,0.0,231355.09,199.64,267594.41000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.444837132037664,0.4070513232882926,0.4259442276629783,28877.62999999994,158822.17000000042,187699.80000000037,282127.06,0.618099905642001,316795.98000000004,45833.33,269253.19,631882.5,0.0,914009.56,-726309.7599999997,Октябрь 25,0.0,,,,
Жилой дом,1.0,171.0,103.8,тип 3,66,,2025-10-25 00:00:00,"ВП_07 г. Волжский, пр-кт им Ленина, д. 85, Волгогр",перенос,,,584,236.7774657534247,281.0077126254622,-,281.0077126254622,494.0,1134.0,0.3034398034398034,0.6965601965601965,70% / 30%,34594.87999999998,0.0,75552.66999999998,283.41,110430.95999999996,0.0023995863574107546,18121.7,0.0,33701.14,243.54,52066.38,0.0,0.0,0.0,0.0,285.78,0.003782526812090162,0.0025878612302202217,0.4761739309400695,0.5539384643851765,0.515056197662623,16473.179999999982,41851.529999999984,58324.70999999996,282961.5,2.5377155389859145,77038.71000000002,79675.59,133323.35,290037.65,0.0,572999.15,-514674.44000000006,Октябрь 25,0.0,,,,
Жилой дом,1.0,204.0,149.8,тип 4,56,9:00-21:00,31.09.2024,"ФМ_01 г. Владимир, ул.Верхняя Дуброва, д.26ж",,7811.0,0.54,4182,285.3857699665232,56.75792225303099,224.2609507681736,140.50943651060228,3649.6679999999997,9817.136,0.27101218670740285,0.7289878132925971,73% / 27%,235605.6700000004,192207.46000000002,571195.2700000004,3983.110000000001,1002991.5100000008,0.021794293411873042,152071.49000000014,157255.38999999998,337718.3699999999,4643.359999999999,651688.61,670.7200000000001,0.0028467905717209567,920.93,0.004791333281236846,775.0,0.0013568039525257264,0.0023595912591523314,0.2769579559187448,0.4087514590238121,0.34285470747127844,83534.18000000025,233476.9000000005,351963.1500000008,446984.82999999996,0.44560042078867684,328062.18999999994,69063.94,191765.4,588891.5299999999,1399.35,1037275.7099999998,-685312.5599999991,Октябрь 25,34952.070000000036,,,,
Жилой дом,1.0,220.0,183.6,тип 1,86,9:00-21:00,2025-02-04 00:00:00,"ФМ_02 г. Иваново, ул.Революционная, 78 В",закрыт,5567.0,0.67,3723,266.2895030889068,95.52169678145778,227.731383883884,161.62654033267088,3864.3240000000005,6468.3499999999985,0.37399070172929105,0.626009298270709,63% / 37%,147532.37999999998,77833.46000000002,597933.0200000007,3387.71,826686.5700000006,0.0179633122380417,97009.19,71327.26000000001,351304.2799999999,2636.9,522277.62999999995,3788.0099999999993,0.025675787240739965,7848.39,0.1008356817235158,1936.15,0.003238071715791842,0.01641801196794571,0.2530525034317537,0.4124688414096959,0.3327606724207248,50523.18999999997,246628.7400000008,303658.1300000008,273764.77,0.32830422382359686,228390.24000000002,62300.09,221149.66,511839.99,9145.33,794750.0900000001,-491091.95999999926,Октябрь 25,6506.200000000012,,,,
Жилой дом,2.0,222.0,165.4,тип 2,75,10:00-21:00,2024-08-04 00:00:00,"ФМ_03 г. Ковров, ул. Ватутина, д. 59",,6429.0,0.51,3273,313.3606904980141,120.5914203426717,194.2157783778662,157.40359936026894,3472.036,7104.402,0.32828027734857423,0.6717197226514258,67% / 33%,154364.25,53487.979999999996,646905.8300000008,3826.02,858584.0800000008,0.01865642248385839,99115.13999999998,45601.13,374539.3799999999,3027.9800000000005,522283.6299999999,10505.200000000004,0.06805461756851088,16636.309999999998,0.3110289451947895,1282.97,0.0019832407446382086,0.03310622763934777,0.3037540660497121,0.4210295183149,0.36239179218230605,55249.110000000015,272366.4500000009,335502.4100000009,418493.94999999995,0.48653962563298003,282639.38,45018.08,78261.6,405919.06000000006,10473.58,834886.5900000001,-499384.1799999992,Октябрь 25,7886.8499999999985,,,,
Жилой дом,1.0,168.0,128.0,-,-,-,2024-11-20 00:00:00,"ФМ_05 г. Орехово-Зуево, ул. Пролетарская 18а",закрыт,,,1419,398.585059901339,121.3074043715847,417.1538667795654,269.23063557557504,2168.0,3948.0,0.3544800523217789,0.6455199476782211,65% / 35%,97313.51999999992,41000.509999999995,328678.1700000002,3158.5199999999995,470150.72000000015,0.010216041349625544,79352.14,39636.399999999994,209611.65,2683.41,331283.6,11436.04,0.11751748369599631,8106.59,0.19771924788252637,2304.48,0.007011357036580794,0.0464683112683524,0.1397218344371857,0.3622586799725706,0.25099025720487816,17961.379999999917,119066.52000000022,138392.01000000013,317777.33999999997,0.6775010028390765,192274.44999999995,44744.53,235769.16000000003,472788.14,17086.86,807652.34,-669260.3299999998,Октябрь 25,1364.1100000000006,,,,
Ком.зданиие,1.0,241.0,186.5,тип 2,76,-,2024-10-30 00:00:00,"ФМ_06 г. Александров, ул.Институтская, д.2",закрыт,,,2046,365.3486265884654,161.4965753453717,332.6214806505889,247.0590279979803,3158.4120000000003,5498.403,0.3648468865281284,0.6351531134718715,64% / 36%,119526.69999999991,50932.92,453266.3700000002,2180.0699999999997,625906.06,0.013600494305190483,84217.23999999999,42760.270000000004,281100.74,2661.88,410740.13,15048.080000000002,0.1258972263101049,7823.05,0.15359516006543508,812.67,0.0017929192496676943,0.03783922462741453,0.255087451209852,0.3798332313954818,0.31746034130266687,35309.45999999992,172165.63000000024,215647.74000000017,374918.62,0.5984235220319531,334322.13999999996,78082.11,273851.69,686255.94,11984.9,1073159.46,-857511.7199999997,Октябрь 25,8172.649999999994,,,,
Жилой дом,1.0,168.0,128.0,тип 3,65,9:00-21:00,2024-11-20 00:00:00,"ФМ_07 г. Ярославль, ул. Угличская,",закрыт,,,1910,312.3424293193717,114.8182364483689,404.0188425581202,259.4185395032446,2406.0,4786.0,0.33453837597330366,0.6654616240266963,67% / 33%,98512.77999999988,70287.95000000001,331903.6,1890.9099999999999,502595.2399999998,0.010921037734377968,66288.18999999999,59941.43000000001,208803.42,3288.46,338321.50000000006,13299.98,0.13500766093495703,2244.33,0.03193050871450938,4312.98,0.012994676767591553,0.03950950669568619,0.252197428293112,0.3708913672524191,0.31154439777276555,32224.589999999895,123100.17999999996,165671.28999999986,366186.2899999999,0.7283009552456229,376740.14,79371.82,215079.63,671191.59,5098.77,1042476.6499999999,-876805.3600000001,Октябрь 25,10346.520000000004,,,,
ТЦ,-1.0,274.0,223.5,тип 1,105,9:00-21:00,2025-02-17 00:00:00,"ФМ_08 г .Ярославль ,пр-т Ленинградский,49А",,,,3273,267.5930064161319,99.9133143700742,299.7254460631855,199.81938021662984,3683.478,6235.777999999999,0.371346197739024,0.628653802260976,63% / 37%,129865.1899999999,80998.87999999999,515944.4000000005,2546.92,729355.3900000005,0.015848374799494653,86735.41999999998,64862.07000000001,315003.1099999999,4240.49,470841.0899999999,5260.550000000001,0.040507775794267925,2531.97,0.031259321116538896,879.71,0.001705048063318449,0.01189026655441594,0.2810653327520424,0.389463070051735,0.33526420140188873,43129.76999999992,200941.29000000056,260207.87000000046,400274.72000000003,0.5488132483631397,387416.8627906976,72832.13,140991.03,601240.0227906976,10418.29,1011933.0327906976,-751725.1627906972,Октябрь 25,16136.809999999983,,,,
Ком.зданиие/ТЦ,2.0,320.0,261.6,тип 1,105,9:00-21:00,2024-12-28 00:00:00,"ФМ_09 г.Владимир,ул.Славная,1а",,4237.0,0.78,3291,299.6151656031601,110.1030704818246,270.6646118721461,190.38384117698536,3369.73,6767.0,0.3324277158413019,0.6675722841586982,67% / 33%,124605.41999999998,64949.69,631781.8200000006,3543.3,824880.2300000007,0.017924061752300696,83779.63000000002,55076.009999999995,378312.54,3616.89,520785.07,3524.1700000000005,0.02828263810675331,2682.93,0.041307818405291845,766.76,0.0012136468251017403,0.008454391008983202,0.2674655935152578,0.4011974893484595,0.3343315414318586,40825.789999999964,253469.28000000067,304168.75000000064,354698.69,0.42910958295487694,274848.26999999996,100417.55,226410.84999999998,601676.6699999999,6085.52,962460.8799999999,-658292.1299999992,Октябрь 25,9873.680000000008,,,,
Жилой дом,1.0,228.0,187.5,тип 2,76,9:00-21:00,2025-01-29 00:00:00,"ФМ_10 г.Рязань,проспект Славянский, д.3 пом Н18",закрыт,,,2279,317.8432075471698,121.8095794867264,319.4666700459584,220.6381247663424,2471.892,5031.044,0.32945662871174697,0.670543371288253,67% / 33%,104711.58999999991,56199.28,443452.9300000003,2229.04,606592.8400000002,0.01318083174652331,67236.42000000001,44339.88,268248.88,2152.6099999999997,381977.79000000004,5527.17,0.05278470129237847,15429.67,0.2745528056587202,534.52,0.00120535904453264,0.03542963019477776,0.3065956327251225,0.3950905229107408,0.35084307781793167,37475.1699999999,175204.05000000028,224538.62000000017,288541.43,0.47465349882329977,327843.17000000004,69009.47,265704.47,662557.11,12928.2,964026.74,-739488.1199999999,Октябрь 25,11859.400000000001,,,,
Ком.здание,2.0,200.0,164.0,тип 1,86,9:00-21:00,2024-12-28 00:00:00,"ФМ_11 г.Рязань,ул.Татарская,95",перенос,,,2901,315.4971354705274,80.5897355889902,241.8046830233891,161.19720930618965,3069.0,6808.862000000001,0.31069476370493937,0.6893052362950607,69% / 31%,126467.07000000002,55360.40999999999,574270.8300000005,3316.8199999999997,759415.1300000005,0.016501551607984905,85101.82999999999,50227.75,339547.73,4515.200000000001,479392.50999999995,4175.280000000001,0.033014760285029136,9677.15,0.17480271551457083,463.52,0.0008071452976289943,0.018851283618750117,0.2557253722044655,0.4087324094103828,0.3322288908074241,41365.240000000034,234723.10000000056,281221.0000000006,390530.34,0.5134491871324037,182046.76999999996,79426.16,172452.8,433925.73,10795.42,835251.49,-554030.4899999994,Октябрь 25,5132.659999999989,,,,
